Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05009333,Spitalfields & Banglatown,-8,Does not apply,2007
E05009333,Spitalfields & Banglatown,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1034
E05009333,Spitalfields & Banglatown,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4087
E05009333,Spitalfields & Banglatown,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,43
E05009333,Spitalfields & Banglatown,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,79
E05009333,Spitalfields & Banglatown,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,381
E05009333,Spitalfields & Banglatown,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,439
E05009333,Spitalfields & Banglatown,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,582
E05009333,Spitalfields & Banglatown,8,Economically active and a full-time student: In employment: Employee: Part-time,235
E05009333,Spitalfields & Banglatown,9,Economically active and a full-time student: In employment: Employee: Full-time,70
E05009333,Spitalfields & Banglatown,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4
E05009333,Spitalfields & Banglatown,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,3
E05009333,Spitalfields & Banglatown,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,27
E05009333,Spitalfields & Banglatown,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,20
E05009333,Spitalfields & Banglatown,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,188
E05009333,Spitalfields & Banglatown,15,Economically inactive: Retired,612
E05009333,Spitalfields & Banglatown,16,Economically inactive: Student,1512
E05009333,Spitalfields & Banglatown,17,Economically inactive: Looking after home or family,962
E05009333,Spitalfields & Banglatown,18,Economically inactive: Long-term sick or disabled,485
E05009333,Spitalfields & Banglatown,19,Economically inactive: Other,574
E05009334,Stepney Green,-8,Does not apply,2610
E05009334,Stepney Green,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1303
E05009334,Stepney Green,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2749
E05009334,Stepney Green,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,60
E05009334,Stepney Green,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,70
E05009334,Stepney Green,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,377
E05009334,Stepney Green,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,308
E05009334,Stepney Green,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,467
E05009334,Stepney Green,8,Economically active and a full-time student: In employment: Employee: Part-time,224
E05009334,Stepney Green,9,Economically active and a full-time student: In employment: Employee: Full-time,60
E05009334,Stepney Green,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05009334,Stepney Green,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05009334,Stepney Green,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,40
E05009334,Stepney Green,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,4
E05009334,Stepney Green,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,130
E05009334,Stepney Green,15,Economically inactive: Retired,829
E05009334,Stepney Green,16,Economically inactive: Student,972
E05009334,Stepney Green,17,Economically inactive: Looking after home or family,1067
E05009334,Stepney Green,18,Economically inactive: Long-term sick or disabled,532
E05009334,Stepney Green,19,Economically inactive: Other,540
E05009335,Weavers,-8,Does not apply,2218
E05009335,Weavers,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1007
E05009335,Weavers,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4444
E05009335,Weavers,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,36
E05009335,Weavers,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,127
E05009335,Weavers,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,512
E05009335,Weavers,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,576
E05009335,Weavers,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,550
E05009335,Weavers,8,Economically active and a full-time student: In employment: Employee: Part-time,147
E05009335,Weavers,9,Economically active and a full-time student: In employment: Employee: Full-time,55
E05009335,Weavers,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05009335,Weavers,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05009335,Weavers,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,38
E05009335,Weavers,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,10
E05009335,Weavers,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,86
E05009335,Weavers,15,Economically inactive: Retired,705
E05009335,Weavers,16,Economically inactive: Student,899
E05009335,Weavers,17,Economically inactive: Looking after home or family,869
E05009335,Weavers,18,Economically inactive: Long-term sick or disabled,565
